name	genre	type	episodes	rating
Saiki Kusuo no I-nan (TV)	Comedy, School, Shounen, Supernatural	TV	120	8.29
Doukyuusei (Movie)	Romance, School, Shounen Ai, Slice of Life	Movie	1	8.53
Cosmic Baton Girl Comet-san	Adventure, Comedy, Drama, Magic, Sci-Fi	TV	43	7.27
Kara no Kyoukai 5: Mujun Rasen	Action, Drama, Mystery, Romance, Supernatural, Thriller	Movie	1	8.68
Phi Brain: Kami no Puzzle	Action, Game, Mystery, Shounen	TV	25	7.32
Samurai Champloo	Action, Adventure, Comedy, Historical, Samurai, Shounen	TV	26	8.5
New Initial D Movie: Legend 3 - Mugen	Cars, Seinen, Sports	Movie	1	7.79
Kuroko no Basket 3rd Season	Comedy, School, Shounen, Sports	TV	25	8.62
Alps no Shoujo Heidi	Drama, Historical, Slice of Life	TV	52	7.26
Sakura Trick	Comedy, Romance, School, Seinen, Shoujo Ai, Slice of Life	TV	12	7.2
Transformers the Movie	Action, Mecha	Movie	1	7.93
Shin Maple Town Monogatari: Palm Town-hen	Fantasy, Slice of Life	TV	44	7.07
Inukami!	Comedy, Ecchi, Romance, Shounen, Supernatural	TV	26	7.4
Doraemon Movie 33: Nobita no Himitsu Dougu Museum	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.47
Hayate no Gotoku!!	Action, Comedy, Harem, Parody, Romance	TV	25	7.92
Maburaho	Comedy, Drama, Ecchi, Harem, Magic, Romance, School	TV	24	7.01
xxxHOLiC	Comedy, Drama, Mystery, Psychological, Supernatural	TV	24	8.11
Uchuu Show e Youkoso	Adventure, Fantasy, Space	Movie	1	7.5
Golden Time	Comedy, Romance, Seinen	TV	24	7.92
Sketchbook: Full Color&#039;s	Comedy, Slice of Life	TV	13	7.47
Higashi no Eden Movie I: The King of Eden	Comedy, Drama, Mystery, Romance, Slice of Life, Thriller	Movie	1	7.74
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special	Comedy, Fantasy, Shoujo	Special	1	7.01
Detective Conan Movie 09: Strategy Above the Depths	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	7.94
Aa! Megami-sama!: Sorezore no Tsubasa	Comedy, Magic, Romance, Seinen, Supernatural	TV	22	7.69
Rozen Maiden (2013)	Action, Comedy, Drama, Magic, Seinen	TV	13	7.44
Owarimonogatari	Comedy, Mystery, Supernatural	TV	12	8.43
Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension	Action, Mecha, Military	Special	1	7.24
Otome wa Boku ni Koishiteru	Comedy, Drama, Romance, School	TV	12	7.18
Maria € Holic	Comedy, Parody, School, Shoujo Ai	TV	12	7.18
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D	Mecha, Military, Mystery, Police, Sci-Fi, Seinen	Movie	1	7.91
Code Geass: Hangyaku no Lelouch R2 Picture Drama	Comedy, Ecchi, Slice of Life	Special	9	7.25
Btooom!	Action, Psychological, Sci-Fi, Seinen	TV	12	7.68
The Disappearance of Conan Edogawa: The Worst Two Days in History	Adventure, Comedy, Mystery, Police, Shounen	Special	1	7.8
Arete Hime	Fantasy, Magic	Movie	1	7.09
GJ-bu	Comedy, School, Slice of Life	TV	12	7.48
Baby Steps	Romance, School, Shounen, Sports	TV	25	7.96
Yowamushi Pedal: Grande Road	Comedy, Drama, Shounen, Sports	TV	24	8.28
Yes! Precure 5 GoGo!	Action, Fantasy, Magic, School, Shoujo	TV	48	7.29
Peace Maker Kurogane	Action, Comedy, Historical, Samurai, Shounen	TV	24	7.43
Ling Qi	Action, Comedy, Magic, Supernatural	ONA	20	7.69
GA: Geijutsuka Art Design Class	Comedy, School, Seinen, Slice of Life	TV	12	7.23
Kindaichi Shounen no Jikenbo	Mystery, School, Shounen	Movie	1	7.18
Ojamajo Doremi Dokkaan!	Comedy, Magic, Shoujo	TV	51	7.52
Ryuusei no Rockman Tribe	Adventure	TV	21	7.14
Joker Game	Drama, Historical, Military	TV	12	7.21
One Piece: Jango no Dance Carnival	Comedy, Fantasy, Shounen	Movie	1	7.35
Toushou Daimos	Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen	TV	44	7.26
Black Lagoon: The Second Barrage	Action, Seinen	TV	12	8.3
Keroro Gunsou	Comedy, Sci-Fi, Shounen	TV	358	7.93
Shinryaku! Ika Musume	Comedy, Shounen, Slice of Life	TV	12	7.6
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi	Action, Drama, Military, Sci-Fi, Space	Movie	1	7.33
Detective Conan: The Fugitive Kogorou Mouri	Comedy, Mystery	ONA	1	7.02
Shirokuma Cafe	Comedy, Josei, Slice of Life	TV	50	8.01
Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru	Comedy, Romance, School	TV	10	7.55
Tokyo Ravens	Comedy, School, Shounen, Super Power, Supernatural	TV	24	7.8
Scryed Alteration I: Tao	Action, Adventure, Sci-Fi, Shounen, Super Power	Movie	1	7.13
Grisaia no Meikyuu Special	Ecchi	Special	1	7.47
Pokemon 3D Adventure: Mew wo Sagase!	Adventure, Comedy, Fantasy, Kids	Movie	1	7.33
Karakuri Zoushi Ayatsuri Sakon	Horror, Mystery, Thriller	TV	26	7.5
Dragon League	Adventure, Comedy, Fantasy, Shounen, Sports	TV	39	7.18
Ninpuu Kamui Gaiden	Action, Adventure, Historical, Martial Arts, Samurai	TV	26	7.01
Totsuzen! Neko no Kuni Banipal Witt	Adventure	Movie	1	7.02
Katekyo Hitman Reborn! Special	Comedy, Shounen	ONA	1	7.73
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering	Action, Mecha, Sci-Fi, Super Power	TV	12	7.75
Yu Gi Oh! (1999)	Adventure, Comedy, Fantasy, Game, Shounen	Movie	1	7.05
Zetman	Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural	TV	13	7.01
Inazuma Eleven	Shounen, Sports, Super Power	TV	127	7.72
Tiger &amp; Bunny Movie 2: The Rising	Action, Comedy, Mystery, Super Power	Movie	1	8.01
Yuru Yuri Nachuyachumi!+	Comedy, Shoujo Ai, Slice of Life	Special	2	7.84
To LOVE-Ru Darkness	Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen	TV	12	7.82
Kuroko no Basket: Oshaberi Shiyokka	Comedy, School, Shounen, Sports	Special	1	7.42
Elf wo Karu Mono-tachi	Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen	TV	12	7.16
Pumpkin Scissors	Action, Comedy, Drama, Military	TV	24	7.25
Uchuu Senkan Yamato	Action, Adventure, Drama, Military, Sci-Fi, Space	TV	26	7.73
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai	Drama, Fantasy, Shoujo, Slice of Life, Supernatural	Special	1	7.71
Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e	Action, Mecha, Military	Movie	1	7.28
UN-GO: Inga-ron	Mystery, Supernatural	Movie	1	7.74
Ranma: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!	Adventure, Comedy, Shounen	Movie	1	7.39
Seihou Bukyou Outlaw Star Specials	Action, Adventure, Comedy, Ecchi, Sci-Fi	Special	2	7.16
Kamisama Hajimemashita	Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural	TV	12	8.28
One Piece Film: Z	Action, Adventure, Comedy, Drama, Fantasy, Shounen	Movie	1	8.39
Rockman.EXE Movie: Hikari to Yami no Program	Action, Adventure, Game, Kids	Movie	1	7.4
Hajime no Ippo	Comedy, Drama, Shounen, Sports	TV	75	8.83
Chobits: Chibits	Comedy, Romance	Special	1	7.1
Yuusha Shirei Dagwon	Action, Adventure, Martial Arts, Mecha, School, Super Power	TV	48	7.21
Pita Ten	Comedy, Fantasy, Kids, Romance, School, Shounen	TV	26	7.08
Future GPX Cyber Formula	Adventure, Sci-Fi, Shounen, Sports	TV	37	7.54
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.79
Hyouge Mono	Historical, Samurai, Seinen	TV	39	8.1
Omoide no Marnie	Drama, Mystery, Psychological	Movie	1	8.35
Rurouni Kenshin: Special Techniques	Action, Comedy, Samurai	Special	1	7.43
Doubutsu no Mori	Kids, Slice of Life	Movie	1	7.15
Aria The Origination: Sono Choppiri Himitsu no Basho ni...	Comedy, Shounen, Slice of Life	Special	1	8.16
Udon no Kuni no Kiniro Kemari	Fantasy, Seinen, Slice of Life	TV	12	7.66
Doraemon Movie 07: Nobita to Tetsujin Heidan	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.46
Lupin III: Hemingway Paper no Nazo	Action, Adventure, Comedy, Mystery, Shounen	Special	1	7.11
Sekaiichi Hatsukoi	Comedy, Drama, Romance, Shounen Ai	TV	12	8.15
Aoki Hagane no Arpeggio: Ars Nova Cadenza	Action, Sci-Fi, Seinen	Movie	1	8.12
Battle Spirits: Shounen Gekiha Dan	Action, Game, Shounen	TV	50	7.3
Ranma	Comedy, Fantasy, Martial Arts, Slice of Life	TV	161	7.87
Ginga Kikoutai Majestic Prince	Action, Mecha, School, Sci-Fi, Seinen, Space	TV	24	7.45
Hyakka Ryouran: Samurai Girls	Action, Comedy, Ecchi, Harem, Samurai, School	TV	12	7.01
Inazuma Eleven Go vs. Danball Senki W Movie	Action, Kids, Mecha, Sports	Movie	1	7.34
Little Witch Academia: Mahoujikake no Parade	Adventure, Comedy, Fantasy, Magic, School	Movie	1	7.92
Motto To LOVE-Ru	Comedy, Ecchi, Harem, School, Sci-Fi, Shounen	TV	12	7.61
Kekkaishi	Adventure, Comedy, Fantasy, Shounen	TV	52	7.73
Tokyo Ghoul 	Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural	TV	12	7.52
Fullmetal Alchemist: Brotherhood - 4-Koma Theater	Comedy, Fantasy, Military, Parody	Special	16	7.71
Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi	Comedy, Magic	Special	1	7.38
Jigoku Sensei Nube	Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural	TV	49	7.65
Machine-Doll wa Kizutsukanai	Action, Ecchi, Fantasy, School, Seinen	TV	12	7.39
IGPX: Immortal Grand Prix (2005)	Drama, Mecha, Sci-Fi, Shounen, Sports	TV	13	7.24
Fate/Zero 2nd Season	Action, Fantasy, Supernatural, Thriller	TV	12	8.73
Ghost in the Shell: Stand Alone Complex - The Laughing Man	Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen	Special	1	8.19
Higashi no Eden	Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller	TV	11	8.03
Dirty Pair	Adventure, Comedy, Police, Sci-Fi	TV	24	7.22
Ashita no Joe 2	Drama, Sports	TV	47	8.48
Aishen Qiaokeli-ing...	Comedy, Harem, Romance, School	ONA	15	7.33
Daitoshokan no Hitsujikai	Harem, Romance, School	TV	12	7.04
Kenkou Zenrakei Suieibu Umishou	Comedy, Ecchi, School, Shounen, Sports	TV	13	7.26
Arashi no Yoru ni	Adventure, Comedy, Drama, Fantasy	Movie	1	7.9
Digimon Adventure tri. 1: Saikai	Action, Adventure, Comedy, Drama	Movie	1	7.66
Servant x Service	Comedy, Slice of Life	TV	13	7.79
Jungle Taitei Movie (1997)	Adventure, Fantasy	Movie	1	7.25
One Piece: Yume no Soccer Ou!	Comedy, Fantasy, Shounen, Sports	Movie	1	7.34
C: The Money of Soul and Possibility Control	Action, Mystery, Super Power, Thriller	TV	11	7.44
Net Ghost Pipopa	Action, Adventure, Comedy, Kids, Sci-Fi, Shounen	TV	51	7.09
Kiddy Grade: Ignition	Action, Mecha, Sci-Fi, Super Power	Movie	1	7.21
Rockman.EXE Beast	Action, Adventure, Game, Mecha, Sci-Fi, Shounen	TV	25	7.26
Kodomo no Jikan (TV)	Comedy, Ecchi, School	TV	12	7.13
JoJo no Kimyou na Bouken: Stardust Crusaders	Action, Adventure, Drama, Shounen, Supernatural	TV	24	8.25
Hunter x Hunter	Action, Adventure, Shounen, Super Power	TV	62	8.48
Rurouni Kenshin DVD-BOX Special Ending	Historical, Romance	Special	1	7.92
Tales of Zestiria the X: Saiyaku no Jidai	Action, Fantasy	Special	1	7.44
Hunter x Hunter Movie: The Last Mission	Action, Adventure, Shounen, Super Power	Movie	1	7.35
Jitsu wa Watashi wa	Comedy, Fantasy, Romance, School, Shounen, Supernatural	TV	13	7.15
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!	Adventure, Comedy, Drama, Historical, Shounen, Supernatural	Movie	1	7.17
Taiho Shichau zo: Nagisa no Koutsuu Yuudou	Action, Comedy, Police, Seinen	Special	1	7.27
Major Movie: Yuujou no Winning Shot	Action, Shounen, Sports	Movie	1	8.16
Persona 3 the Movie 4: Winter of Rebirth	Action, Fantasy, Seinen, Supernatural	Movie	1	8.17
Takarajima	Adventure, Drama, Historical, Mystery	TV	26	8.04
Gochuumon wa Usagi Desu ka??	Comedy, Slice of Life	TV	12	8.01
Mashiro-iro Symphony: The Color of Lovers	Drama, Harem, Romance, School	TV	12	7.3
Moyashimon Returns	Comedy, School, Supernatural	TV	11	7.25
Needless	Action, Comedy, Ecchi, Sci-Fi, Super Power	TV	24	7.44
Show By Rock!! #	Comedy, Music	TV	12	7.17
Boku dake ga Inai Machi	Mystery, Psychological, Seinen, Supernatural	TV	12	8.65
Biohazard: Damnation	Action, Horror, Sci-Fi	Movie	1	7.42
Gosick	Drama, Historical, Mystery, Romance	TV	24	8.23
Biohazard: Degeneration	Action, Horror, Sci-Fi	Movie	1	7.19
Baka to Test to Shoukanjuu Specials	Comedy, Magic, School	Special	6	7.49
Star Driver: Kagayaki no Takuto	Action, Mecha, Romance, Shounen	TV	25	7.37
Doraemon Movie 09: Nobita no Parallel Saiyuuki	Adventure, Fantasy, Kids, Sci-Fi, Shounen	Movie	1	7.43
Yu Gi Oh! Arc-V	Action, Fantasy, Game, Shounen	TV	Unknown	7.61
Mushishi Special: Hihamukage	Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural	Special	1	8.66
Fractale	Adventure, Fantasy, Sci-Fi	TV	11	7.06
Last Exile: Ginyoku no Fam	Action, Adventure, Sci-Fi	TV	21	7.14
Sen to Chihiro no Kamikakushi	Adventure, Drama, Supernatural	Movie	1	8.93
Shinmai Maou no Testament Burst Specials	Comedy, Demons, Ecchi	Special	5	7.06
Danball Senki	Action, Kids, Mecha	TV	44	7.29
Shigofumi	Drama, Fantasy, Psychological, Supernatural, Thriller	TV	12	7.62
Tsubasa Chronicle 2nd Season	Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural	TV	26	7.7
Asatte no Houkou.	Drama, Supernatural	TV	12	7.16
Mobile Suit Gundam Seed Destiny	Action, Drama, Mecha, Military, Romance, Sci-Fi, Space	TV	50	7.36
Witchblade	Action, Sci-Fi, Super Power	TV	24	7.4
Zoku Natsume Yuujinchou	Drama, Fantasy, Shoujo, Slice of Life, Supernatural	TV	13	8.64
Dwaejiui Wang	Drama, Psychological, Seinen, Thriller	Movie	1	7.03
Hayate no Gotoku! Heaven Is a Place on Earth	Comedy, Harem, Parody	Movie	1	7.26
Super Lovers	Comedy, Drama, Romance, Shounen Ai, Slice of Life	TV	10	7.54
Kappa no Coo to Natsuyasumi	Adventure, Shounen	Movie	1	7.65
Dash! Yonkurou	Action, Kids, Shounen, Sports	TV	25	7.08
Lupin III: Honoo no Kioku - Tokyo Crisis	Action, Adventure, Comedy, Mystery, Shounen	Special	1	7.34
Kobato.	Comedy, Drama, Fantasy	TV	24	8.09
Byousoku 5 Centimeter	Drama, Romance, Slice of Life	Movie	3	8.1
Kaze no Shoujo Emily	Drama, Historical, Shoujo	TV	26	7.49
Fairy Tail	Action, Adventure, Comedy, Fantasy, Magic, Shounen	TV	175	8.22
Mizu no Kotoba	Drama, Psychological, Sci-Fi	Special	1	7.03
Usagi Drop	Josei, Slice of Life	TV	11	8.56
Kuroko no Basket Movie 2: Winter Cup Soushuuhen - Namida no Saki e	School, Shounen, Sports	Movie	1	7.61
Getter Robo	Action, Mecha, Sci-Fi, Shounen	TV	51	7.07
Noragami Aragoto	Action, Adventure, Shounen, Supernatural	TV	13	8.48
Accel World: Infinite ˆžBurst	Action, Game, Romance, School, Sci-Fi	Movie	1	7.03
Shin Atashin&#039;chi	Comedy, Slice of Life	TV	26	7.14
Gintama: Shiroyasha Koutan	Action, Comedy, Historical, Parody, Sci-Fi	Special	1	8.37
Tasogare Otome x Amnesia	Horror, Mystery, Romance, School, Shounen, Supernatural	TV	12	7.95
Le Chevalier D&#039;Eon	Historical, Magic, Mystery, Seinen, Supernatural	TV	24	7.36
Gensoumaden Saiyuuki	Adventure, Comedy, Drama, Shounen, Supernatural	TV	50	7.71
Watashi no Ashinaga Ojisan	Comedy, Historical, Romance, School, Shoujo, Slice of Life	TV	40	7.87
Kuroko no Basket: Oshaberi Demo Shimasen ka	Comedy, School, Shounen, Sports	Special	1	7.47
Clannad Movie	Drama, Fantasy, Romance, School	Movie	1	7.35
Midori no Hibi	Comedy, Drama, Ecchi, Romance, Shounen	TV	13	7.45
Toaru Majutsu no Index: Endymion no Kiseki	Action, Magic, Sci-Fi, Super Power	Movie	1	7.71
Naruto	Action, Comedy, Martial Arts, Shounen, Super Power	TV	220	7.81
Shaman King Specials	Action, Comedy, Shounen, Supernatural	Special	5	7.39
Ochame na Futago: Claire Gakuin Monogatari	Comedy, Historical, Kids, School, Shoujo, Slice of Life	TV	26	7.12
Soukyuu no Fafner: Dead Aggressor - Exodus	Action, Drama, Mecha, Military, Sci-Fi	TV	13	7.44
Lupin III: Lupin vs. Fukusei-ningen	Action, Adventure, Comedy, Mystery, Shounen	Movie	1	7.09
Aa! Megami-sama! (TV) Specials	Comedy, Magic, Romance, Seinen, Supernatural	Special	3	7.61
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi	Horror, Mystery, Supernatural	Special	1	7.08
One Piece: Umi no Heso no Daibouken-hen	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	1	7.44
Nils no Fushigi na Tabi	Adventure, Fantasy, Kids	TV	52	7.14
Phi Brain: Kami no Puzzle - Orpheus Order-hen	Action, Game, Mystery, Shounen	TV	25	7.42
Toshokan Sensou	Action, Comedy, Military, Romance	TV	12	7.6
Sekaiichi Hatsukoi 2	Comedy, Drama, Romance, Shounen Ai	TV	12	8.31
Brigadoon: Marin to Melan	Adventure, Comedy, Drama, Mecha, Sci-Fi	TV	26	7.44
Phi Brain: Kami no Puzzle - Shukuteki! RAtsel-hen	Action, Game, Mystery, Shounen	TV	25	7.42
H2	Comedy, Romance, Shounen, Sports	TV	41	7.39
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki	Comedy, Kids, Shounen	Movie	1	7.04
Saraiya Goyou	Historical, Samurai, Seinen	TV	12	7.93
Planetes	Drama, Romance, Sci-Fi, Seinen, Space	TV	26	8.38
Basilisk: Kouga Ninpou Chou	Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural	TV	24	7.68
Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1	7.62
Black Jack 21	Action, Drama	TV	17	7.77
Giant Gorg	Adventure, Mecha, Sci-Fi	TV	26	7.16
Salaryman Kintarou	Comedy, Drama, Seinen	TV	20	7.61
RideBack	Action, Drama, Mecha, School, Sci-Fi	TV	12	7.38
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka	Action, Adventure, Comedy, Fantasy, Romance	TV	13	7.88
Mirai Shounen Conan 2: Taiga Daibouken	Adventure, Drama, Sci-Fi	TV	24	7.03
Mushrambo	Adventure, Drama, Fantasy, Sci-Fi, Shounen	TV	32	7.12
Haikyuu!! Second Season	Comedy, Drama, School, Shounen, Sports	TV	25	8.93
Namiuchigiwa no Muromi-san	Comedy, Fantasy, Slice of Life	TV	13	7.06
Tokyo Magnitude 8.0 Recap	Drama	Special	1	7.18
Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario	Action, Adventure, Drama, Fantasy, Kids	Movie	1	7.4
Another	Horror, Mystery, School, Supernatural, Thriller	TV	12	7.88
Vampire Hunter D (2000)	Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire	Movie	1	7.95
Suisei no Gargantia	Action, Adventure, Mecha, Sci-Fi	TV	13	7.64
Blood: The Last Vampire	Horror, Supernatural, Vampire	Movie	1	7.01
Mirai Nikki (TV)	Action, Mystery, Psychological, Shounen, Supernatural, Thriller	TV	26	8.07
Hokuto no Ken 2	Action, Drama, Martial Arts, Super Power	TV	43	7.64
White Album 2nd Season	Drama, Harem, Music, Romance	TV	13	7.04
Special A	Comedy, Romance, School, Shoujo	TV	24	7.78
Project ARMS	Action, Martial Arts, Super Power	TV	26	7.15
Potemayo Specials	Comedy, School, Seinen	Special	6	7.45
Seikai no Senki II	Action, Military, Romance, Sci-Fi, Space	TV	10	7.97
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi	Action, Comedy, Martial Arts, Shounen, Super Power	Special	1	7.68
Toriko Movie: Bishokushin no Special Menu	Action, Adventure, Fantasy, Shounen	Movie	1	7.27
Detective Conan: Conan vs. Kid - Shark &amp; Jewel	Adventure, Comedy, Kids, Mystery, Police, Shounen	Movie	1	7.82
Mitsudomoe	Comedy, School, Slice of Life	TV	13	7.73
Cat&#039;s Eye	Action, Adventure, Comedy, Mystery, Romance	TV	73	7.21
Heisei Tanuki Gassen Ponpoko	Kids	Movie	1	7.42
Manga Sarutobi Sasuke	Adventure, Comedy, Historical, Supernatural	TV	24	7
Otome Youkai Zakuro	Demons, Historical, Military, Romance, Seinen, Supernatural	TV	13	7.6
Tengen Toppa Gurren Lagann	Action, Adventure, Comedy, Mecha, Sci-Fi	TV	27	8.78
Ookiku Furikabutte: Natsu no Taikai-hen	Comedy, Sports	TV	13	8.2
Kaibutsu Oujo: Konsui Oujo	Comedy, Horror, Supernatural	Special	1	7.12
Detective Conan: Black History 2	Adventure, Comedy, Mystery, Police, Shounen	Special	1	7.65
Shin Kimagure Orange Road: Soshite, Ano Natsu no Hajimari	Comedy, Drama, Ecchi, Fantasy, Magic, Romance, Shounen, Slice of Life	Movie	1	7.63
Senyuu. Specials	Action, Comedy, Fantasy, Shounen	Special	4	7.17
Momokuri	Comedy, Romance, Slice of Life	ONA	26	7.25
Koutetsujou no Kabaneri	Action, Drama, Fantasy, Horror	TV	12	7.39
Aoi Hana	Romance, Shoujo Ai, Slice of Life	TV	11	7.29
Master Keaton	Adventure, Mystery	TV	24	7.76
Kuroko no Basket 2nd Season	Comedy, School, Shounen, Sports	TV	25	8.58
Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials	Comedy	Special	4	7.25
Mikakunin de Shinkoukei	Comedy, Romance, School, Slice of Life	TV	12	7.59
Asura	Drama, Historical	Movie	1	7.23
Pokemon Crystal: Raikou Ikazuchi no Densetsu	Action, Adventure, Comedy, Fantasy, Kids	Special	1	7.04
Yuu Yuu Hakusho	Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen	TV	112	8.47
Utawarerumono	Action, Drama, Fantasy, Sci-Fi	TV	26	7.78
Lupin III: Alcatraz Connection	Action, Adventure, Comedy, Shounen	Special	1	7.29
Cyborg 009 (1979)	Action, Adventure, Mecha, Sci-Fi, Shounen	TV	50	7.23
Aldnoah.Zero 2nd Season	Action, Mecha, Sci-Fi, Space	TV	12	7.15
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu	Action, Mecha, Military	Movie	1	7.87
Mahou Shoujo-tai Arusu	Adventure, Comedy, Fantasy, Magic	TV	40	7.24
El Hazard: The Wanderers	Adventure, Comedy, Fantasy, Romance	TV	26	7.1
Prince of Tennis: Mini Theater	Comedy	Special	3	7.13
Magi: Sinbad no Bouken (TV)	Action, Adventure, Fantasy, Magic, Shounen	TV	13	8.22
InuYasha: Kagami no Naka no Mugenjo	Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural	Movie	1	7.75
Basquash!	Ecchi, Mecha, Shounen, Sports	TV	26	7.38
Kino no Tabi: The Beautiful World - Tou no Kuni	Adventure, Fantasy, Psychological	Special	1	7.75
Chuunibyou demo Koi ga Shitai! Ren	Comedy, Drama, Romance, School, Slice of Life	TV	12	7.6
Masuda Kousuke Gekijou Gag Manga Biyori 3	Comedy	TV	12	7.36
Gallery Fake	Mystery, Seinen	TV	37	7.62
Taiho Shichau zo The Movie	Action, Comedy, Drama, Police, Shounen	Movie	1	7.42
Dragon Quest: Dai no Daibouken	Adventure, Comedy, Demons, Fantasy, Magic, Martial Arts, Shounen	TV	46	7.79
Selector Spread WIXOSS	Game, Psychological	TV	12	7.52
Baccano!	Action, Comedy, Historical, Mystery, Seinen, Supernatural	TV	13	8.54
Maria-sama ga Miteru 4th	School, Shoujo, Shoujo Ai, Slice of Life	TV	13	7.97
Kurozuka	Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire	TV	12	7.08
Mobile Suit Gundam II: Soldiers of Sorrow	Action, Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.56
Kindaichi Shounen no Jikenbo Returns	Mystery, Shounen	TV	25	7.42
Love Hina	Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life	TV	24	7.28
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi	Comedy, Mecha, Sci-Fi	Special	26	7.31
Aa! Megami-sama!: Sorezore no Tsubasa Specials	Comedy, Magic, Romance, Seinen, Supernatural	Special	2	7.64
Tonari no Seki-kun	Comedy, School, Seinen	TV	21	7.69
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama	Comedy, Military	Special	1	7.24
Detective Conan Movie 13: The Raven Chaser	Action, Mystery, Police, Shounen	Movie	1	8.38
Mononoke	Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural	TV	12	8.49
Rekka no Honoo	Action, Adventure, Martial Arts, Shounen, Super Power	TV	42	7.44
Armitage III: Dual-Matrix	Action, Adventure, Mecha, Sci-Fi	Movie	1	7.01
Mei to Koneko Bus	Adventure, Fantasy	Special	1	7.47
Inu x Boku SS Special	Comedy, Shounen, Supernatural	Special	1	7.79
Aria The Avvenire	Fantasy, Sci-Fi, Shounen, Slice of Life	Special	3	8.2
Harukanaru Toki no Naka de: Maihitoyo	Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural	Movie	1	7.4
Mahou Shoujo Ikusei Keikaku	Action, Fantasy, Supernatural, Thriller	TV	12	7.17
Seikai no Monshou	Action, Military, Romance, Sci-Fi, Space	TV	13	7.83
Kumo no You ni Kaze no You ni	Adventure, Drama, Historical, Romance	Movie	1	7.03
Karigurashi no Arrietty	Fantasy	Movie	1	8.1
Natsu no Arashi!	Comedy, Romance, Supernatural	TV	13	7.4
No.6	Action, Sci-Fi	TV	11	7.76
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru	Action, Adventure, Shounen, Supernatural	Movie	1	7.6
Shion no Ou	Drama, Game, Mystery, Thriller	TV	22	7.66
Ore Monogatari!!	Comedy, Romance, Shoujo	TV	24	8.11
Armitage III: Poly-Matrix	Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi	Movie	1	7.18
Makai Ouji: Devils and Realist	Comedy, Demons, Fantasy, Historical, Mystery, School, Shoujo, Supernatural	TV	12	7.2
Kurokami The Animation	Action, Martial Arts, Super Power	TV	23	7.29
Elfen Lied	Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural	TV	13	7.85
Chuuka Ichiban!	Action, Comedy, Drama, Shounen	TV	52	7.69
